# Time-averaged data for fix myat3
# TimeStep c_press
3000 263.01
4000 283.572
5000 129.852
6000 290.933
7000 332.577
8000 245.951
9000 337.006
10000 265.004
11000 218.09
12000 434.986
13000 389.002
14000 318.506
15000 376.137
16000 259.308
17000 392.566
18000 520.544
19000 487.058
20000 437.573
21000 487.493
22000 504.609
23000 407.669
24000 472.917
25000 328.782
26000 432.544
27000 464.301
28000 449.579
29000 485.481
30000 344.606
31000 465.677
32000 510.963
33000 616.183
34000 444.063
35000 420.688
36000 438.576
37000 607.96
38000 535.347
39000 553.404
40000 491.247
41000 502.277
42000 506.794
43000 487.931
44000 452.279
45000 444.595
46000 431.231
47000 430.844
48000 471.368
49000 460.481
50000 440.071
51000 503.745
52000 513.742
53000 480.351
54000 501.98
55000 537.573
56000 536.903
57000 465.096
58000 586.702
59000 497.053
60000 539.946
61000 407.737
62000 463.213
63000 475.276
64000 450.057
65000 385.27
66000 457.641
67000 527.326
68000 350.238
69000 464.59
70000 526.042
71000 530.21
72000 567.582
73000 516.462
74000 398.766
75000 434.358
76000 369.096
77000 447.924
78000 412.23
79000 592.644
80000 454.943
81000 532.2
82000 497.009
83000 384.464
84000 446.921
85000 494.574
86000 426.188
87000 415.94
88000 357.57
89000 390.776
90000 512.364
91000 440.753
92000 462.158
93000 345.732
94000 419.553
95000 520.766
96000 519.699
97000 290.834
98000 402.649
99000 515.098
100000 441.419
101000 503.568
102000 462.456
103000 458.829
104000 486.327
105000 541.757
106000 454.657
107000 538.612
108000 555.544
109000 534.651
110000 370.738
111000 437.091
112000 433.142
113000 542.558
114000 481.397
115000 517.954
116000 533.069
117000 524.052
118000 550.423
119000 529.455
120000 530.566
121000 459.602
122000 445.442
123000 469.095
124000 398.583
125000 500.365
126000 489.061
127000 308.489
128000 466.564
129000 532.936
130000 489.93
131000 572.396
132000 650.474
133000 524.193
134000 521.728
135000 466.451
136000 551.733
137000 487.44
138000 570.521
139000 461.943
140000 506.404
141000 528.344
142000 448.345
143000 375.166
144000 523.412
145000 531.116
146000 441.504
147000 367.554
148000 548.996
149000 542.173
150000 484.832
151000 439.013
152000 470.056
153000 458.095
154000 431.039
155000 365.554
156000 514.295
157000 500.73
158000 541.459
159000 490.72
160000 411.954
161000 396.448
162000 469.53
163000 464.662
164000 546.746
165000 476.536
166000 505.654
167000 483.841
168000 551.459
169000 449.744
170000 537.498
171000 408.849
172000 413.847
173000 527.155
174000 322.22
175000 458.852
176000 505.045
177000 548.387
178000 524.355
179000 513.122
180000 515.925
181000 549.805
182000 510.958
183000 500.296
184000 502.364
185000 486.63
186000 493.161
187000 514.063
188000 509.676
189000 505.397
190000 385.035
191000 346.059
192000 434.962
193000 526.426
194000 526.028
195000 480.626
196000 509.272
197000 414.155
198000 482.035
199000 586.378
200000 563.687
201000 593.509
202000 456.864
203000 399.879
204000 388.365
