# Time-averaged data for fix myat2
# TimeStep v_density
3000 0.0344307
4000 0.0550891
5000 0.0711568
6000 0.0906676
7000 0.111326
8000 0.126246
9000 0.143461
10000 0.154938
11000 0.16412
12000 0.171006
13000 0.17904
14000 0.192812
15000 0.195107
16000 0.19855
17000 0.201994
18000 0.210027
19000 0.214618
20000 0.220357
21000 0.2238
22000 0.229538
23000 0.231834
24000 0.235277
25000 0.237572
26000 0.239867
27000 0.239867
28000 0.242163
29000 0.247901
30000 0.249049
31000 0.251344
32000 0.25364
33000 0.255935
34000 0.259378
35000 0.259378
36000 0.260526
37000 0.262821
38000 0.266264
39000 0.26856
40000 0.269707
41000 0.272003
42000 0.27315
43000 0.27315
44000 0.27315
45000 0.274298
46000 0.275446
47000 0.277741
48000 0.280037
49000 0.280037
50000 0.281184
51000 0.285775
52000 0.286923
53000 0.289218
54000 0.290366
55000 0.290366
56000 0.291513
57000 0.291513
58000 0.291513
59000 0.291513
60000 0.292661
61000 0.292661
62000 0.293809
63000 0.293809
64000 0.293809
65000 0.293809
66000 0.293809
67000 0.293809
68000 0.293809
69000 0.296104
70000 0.297252
71000 0.299547
72000 0.299547
73000 0.299547
74000 0.299547
75000 0.299547
76000 0.300695
77000 0.300695
78000 0.30299
79000 0.305286
80000 0.305286
81000 0.305286
82000 0.305286
83000 0.305286
84000 0.305286
85000 0.305286
86000 0.306433
87000 0.306433
88000 0.306433
89000 0.307581
90000 0.308729
91000 0.309876
92000 0.309876
93000 0.309876
94000 0.309876
95000 0.309876
96000 0.309876
97000 0.309876
98000 0.309876
99000 0.309876
100000 0.309876
101000 0.309876
102000 0.309876
103000 0.311024
104000 0.311024
105000 0.31332
106000 0.31332
107000 0.31332
108000 0.31332
109000 0.314467
110000 0.314467
111000 0.314467
112000 0.314467
113000 0.316763
114000 0.316763
115000 0.316763
116000 0.316763
117000 0.31791
118000 0.31791
119000 0.31791
120000 0.31791
121000 0.31791
122000 0.31791
123000 0.31791
124000 0.31791
125000 0.31791
126000 0.31791
127000 0.31791
128000 0.31791
129000 0.319058
130000 0.320206
131000 0.320206
132000 0.320206
133000 0.320206
134000 0.320206
135000 0.320206
136000 0.320206
137000 0.320206
138000 0.320206
139000 0.320206
140000 0.320206
141000 0.320206
142000 0.320206
143000 0.320206
144000 0.320206
145000 0.321353
146000 0.322501
147000 0.322501
148000 0.322501
149000 0.322501
150000 0.322501
151000 0.322501
152000 0.323649
153000 0.323649
154000 0.323649
155000 0.323649
156000 0.323649
157000 0.323649
158000 0.323649
159000 0.324796
160000 0.324796
161000 0.324796
162000 0.324796
163000 0.324796
164000 0.324796
165000 0.324796
166000 0.324796
167000 0.325944
168000 0.325944
169000 0.325944
170000 0.325944
171000 0.325944
172000 0.325944
173000 0.325944
174000 0.325944
175000 0.325944
176000 0.327092
177000 0.327092
178000 0.327092
179000 0.327092
180000 0.327092
181000 0.327092
182000 0.32824
183000 0.32824
184000 0.32824
185000 0.329387
186000 0.330535
187000 0.330535
188000 0.330535
189000 0.330535
190000 0.330535
191000 0.330535
192000 0.331683
193000 0.33283
194000 0.33283
195000 0.33283
196000 0.33283
197000 0.33283
198000 0.33283
199000 0.33283
200000 0.33283
201000 0.33283
202000 0.33283
203000 0.33283
204000 0.33283
205000 0.33283
206000 0.333978
207000 0.333978
208000 0.333978
209000 0.333978
210000 0.333978
211000 0.333978
212000 0.333978
213000 0.333978
214000 0.333978
215000 0.333978
216000 0.335126
217000 0.335126
218000 0.335126
219000 0.335126
220000 0.335126
221000 0.335126
222000 0.335126
223000 0.335126
224000 0.335126
225000 0.335126
226000 0.335126
227000 0.335126
228000 0.335126
229000 0.335126
230000 0.335126
231000 0.335126
232000 0.336273
233000 0.336273
234000 0.336273
235000 0.336273
236000 0.336273
237000 0.336273
238000 0.336273
239000 0.336273
240000 0.336273
241000 0.336273
242000 0.336273
243000 0.336273
244000 0.336273
245000 0.336273
246000 0.336273
247000 0.336273
248000 0.336273
249000 0.336273
250000 0.336273
251000 0.336273
252000 0.336273
253000 0.336273
254000 0.336273
255000 0.336273
256000 0.336273
257000 0.336273
258000 0.336273
259000 0.336273
260000 0.336273
261000 0.336273
262000 0.336273
263000 0.336273
264000 0.336273
265000 0.336273
266000 0.336273
267000 0.336273
268000 0.336273
269000 0.336273
270000 0.336273
271000 0.336273
272000 0.336273
273000 0.336273
274000 0.336273
