# Time-averaged data for fix myat3
# TimeStep c_press
3000 261.97
4000 153.547
5000 246.318
6000 102.059
7000 114.184
8000 261.786
9000 307.596
10000 174.347
11000 210.809
12000 145.723
13000 157.408
14000 227.863
15000 130.105
16000 169.675
17000 200.827
18000 125.994
19000 232.037
20000 161.012
21000 55.4768
22000 210.705
23000 182.027
24000 143.259
25000 220.31
26000 279.031
27000 321.16
28000 206.642
29000 202.679
30000 343.862
31000 241.11
32000 212.037
33000 400.792
34000 175.125
35000 274.413
36000 444.714
37000 123.878
38000 208.257
39000 421.076
40000 380.794
41000 355.145
42000 404.075
43000 260.672
44000 156.317
45000 322.205
46000 191.422
47000 447.887
48000 205.122
49000 141.352
50000 222.548
51000 408.529
52000 334.362
53000 299.669
54000 396.123
55000 329.649
56000 193.366
57000 367.779
58000 233.176
59000 332.956
60000 314.867
61000 262.297
62000 86.8444
63000 219.126
64000 282.984
65000 568.931
66000 223.897
67000 293.65
68000 329.966
69000 349.167
70000 391.242
71000 303.126
72000 314.804
73000 244.402
74000 468.927
75000 278.845
76000 394.275
77000 437.022
78000 207.414
79000 503.315
80000 294.61
81000 428.349
82000 390.643
83000 447.102
84000 236.148
85000 292.955
86000 286.444
87000 320.665
88000 349.449
89000 412.698
90000 391.073
91000 346.811
92000 121.255
93000 265.794
94000 356.356
95000 267.786
96000 526.055
97000 328.472
98000 283.548
99000 501.034
100000 402.554
101000 202.19
102000 367.872
103000 262.039
104000 321.898
105000 601.251
106000 516.008
107000 507.196
108000 364.924
109000 189.733
110000 305.886
111000 465.545
112000 479.308
113000 434.035
114000 408.803
115000 380.6
116000 465.326
117000 409.035
118000 621.404
119000 519.349
120000 359.787
121000 602.029
122000 558.188
123000 695.735
124000 522.843
125000 503.21
126000 440.243
127000 446.69
128000 333.396
129000 558.249
130000 306.215
131000 441.439
132000 241.384
133000 501.577
134000 454.901
135000 502.84
136000 473.315
137000 472.285
138000 530.217
139000 263.595
140000 438.733
141000 499.102
142000 497.694
143000 534.984
144000 463.334
145000 511.769
146000 410.616
147000 414.927
148000 562.461
149000 523.506
150000 706.811
151000 718.94
152000 577.069
153000 541.212
154000 360.186
155000 522.986
156000 582.168
157000 405.172
158000 571.866
159000 489.095
160000 619.771
161000 548.106
162000 677.15
163000 348.099
164000 498.15
165000 631.177
166000 720.051
167000 581.804
168000 585.858
169000 519.549
170000 422.01
171000 418.036
172000 427.637
173000 682.99
174000 720.379
175000 508.964
176000 734.149
177000 636.112
178000 543.026
179000 487.968
180000 869.816
181000 561.092
182000 579.951
183000 684.593
184000 656.606
185000 741.485
186000 535.533
187000 623.213
188000 821.744
189000 580.873
190000 712.91
191000 598.763
192000 610.551
193000 792.699
194000 607.313
195000 805.354
196000 630.824
197000 744.387
198000 619.522
199000 575.358
200000 565.083
201000 564.385
202000 691.225
203000 603.016
204000 478.824
205000 640.966
206000 662.175
207000 737.616
208000 562.02
209000 931.575
210000 568.336
211000 568.461
212000 614.055
213000 491.956
214000 590.013
215000 807.846
216000 875.825
217000 580.127
218000 739.735
219000 663.582
220000 574.857
221000 695.267
222000 777.314
223000 644.593
224000 481.87
225000 616.345
226000 716.468
227000 951.284
228000 748.316
229000 699.403
230000 737.386
231000 481.848
232000 711.057
233000 437.395
234000 746.343
235000 796.021
236000 717.844
237000 870.414
238000 773.353
239000 768.888
240000 782.197
241000 716.053
242000 511.642
243000 506.1
244000 551.934
245000 735.974
246000 489.871
247000 510.755
248000 472.897
249000 680.851
250000 797.306
251000 706.684
252000 622.681
253000 529.198
254000 461.824
255000 536.238
256000 615.759
257000 711.13
258000 756.941
259000 668.202
260000 758.968
261000 841.245
262000 591.432
263000 645.96
264000 657.533
265000 470.804
266000 738.929
267000 522.818
268000 735.539
269000 488.203
270000 775.75
271000 747.51
272000 678.946
273000 749.95
274000 586.542
275000 699.068
276000 624.722
277000 453.981
278000 519.128
279000 626.873
280000 473.676
281000 718.869
282000 684.036
283000 676.111
284000 728.444
285000 768.169
286000 846.428
287000 590.041
288000 685.094
289000 754.858
290000 695.774
291000 563.282
292000 934.047
293000 772.495
294000 727.535
295000 638.568
296000 639.255
297000 745.584
298000 604.796
299000 546.524
300000 673.262
301000 753.811
302000 706.537
303000 634.999
304000 714.195
305000 489.836
306000 626.736
307000 642.916
308000 878.071
309000 634.238
310000 531.871
311000 708.313
312000 804.303
313000 744.108
314000 732.85
315000 822.421
316000 631.89
317000 675.882
318000 555.985
319000 805.21
320000 446.765
321000 684.217
322000 653.196
323000 711.484
324000 654.326
325000 566.131
326000 778.959
327000 742.999
328000 637.098
329000 616.594
330000 869.752
331000 859.467
332000 719.608
333000 684.267
334000 785.503
335000 766.985
336000 752.431
337000 892.877
338000 718.989
339000 932.914
