# Time-averaged data for fix myat2
# TimeStep v_density
3000 0.636103
4000 0.799806
5000 0.902705
6000 0.972864
7000 1.01964
8000 1.08044
9000 1.11786
10000 1.15528
11000 1.17866
12000 1.22076
13000 1.23947
14000 1.25817
15000 1.26753
16000 1.27688
17000 1.28156
18000 1.29092
19000 1.30027
20000 1.30495
21000 1.3143
22000 1.31898
23000 1.31898
24000 1.32366
25000 1.32366
26000 1.32366
27000 1.32366
28000 1.32833
29000 1.32833
30000 1.33769
31000 1.33769
32000 1.33769
33000 1.33769
34000 1.34236
35000 1.34236
36000 1.35172
37000 1.35172
38000 1.35172
39000 1.35172
40000 1.35172
41000 1.3564
42000 1.3564
43000 1.3564
44000 1.3564
45000 1.3564
46000 1.36107
47000 1.36107
48000 1.36107
49000 1.36107
50000 1.36575
51000 1.37043
52000 1.37043
53000 1.37043
54000 1.37043
55000 1.37043
56000 1.37043
57000 1.37043
58000 1.37043
59000 1.37043
60000 1.37511
61000 1.37511
62000 1.37511
63000 1.37511
64000 1.37511
65000 1.37511
66000 1.37511
67000 1.37978
68000 1.37978
69000 1.37978
70000 1.37978
71000 1.37978
72000 1.37978
73000 1.37978
74000 1.37978
75000 1.37978
76000 1.37978
77000 1.37978
78000 1.37978
79000 1.37978
80000 1.37978
81000 1.37978
82000 1.37978
83000 1.38446
84000 1.38446
85000 1.38446
86000 1.38446
87000 1.38446
88000 1.38446
89000 1.38446
90000 1.38446
91000 1.38446
92000 1.38446
93000 1.38446
94000 1.38446
95000 1.38446
96000 1.38446
97000 1.38446
98000 1.38446
99000 1.38446
100000 1.38446
101000 1.38446
102000 1.38914
103000 1.38914
104000 1.38914
105000 1.38914
106000 1.38914
107000 1.38914
108000 1.38914
109000 1.38914
110000 1.38914
111000 1.38914
112000 1.38914
113000 1.38914
114000 1.38914
115000 1.38914
116000 1.38914
117000 1.38914
118000 1.38914
119000 1.38914
120000 1.38914
121000 1.38914
122000 1.38914
123000 1.38914
124000 1.38914
125000 1.38914
126000 1.38914
127000 1.38914
128000 1.38914
129000 1.38914
130000 1.38914
131000 1.38914
132000 1.38914
133000 1.38914
134000 1.38914
135000 1.38914
136000 1.38914
137000 1.38914
138000 1.38914
139000 1.38914
140000 1.38914
141000 1.38914
142000 1.38914
143000 1.38914
144000 1.38914
145000 1.38914
146000 1.39381
147000 1.39381
148000 1.39381
149000 1.39381
150000 1.39381
151000 1.39381
152000 1.39381
153000 1.39381
154000 1.39381
155000 1.39381
156000 1.39381
157000 1.39381
158000 1.39381
159000 1.39381
160000 1.39381
161000 1.39381
162000 1.39381
163000 1.39381
164000 1.39381
165000 1.39381
166000 1.39381
167000 1.39381
168000 1.39381
169000 1.39381
170000 1.39381
171000 1.39381
172000 1.39381
173000 1.39381
174000 1.39381
175000 1.39381
176000 1.39381
177000 1.39381
