# Time-averaged data for fix myat3
# TimeStep c_press
3000 308.167
4000 301.934
5000 521.265
6000 383.575
7000 139.25
8000 115.689
9000 190.427
10000 135.675
11000 134.879
12000 116.908
13000 138.832
14000 181.386
15000 126.692
16000 111.902
17000 84.1287
18000 98.3478
19000 121.921
20000 116.973
21000 123.255
22000 72.5185
23000 141.858
24000 97.3171
25000 112.426
26000 106.818
27000 104.667
28000 145.317
29000 144.787
30000 131.949
31000 155.298
32000 128.817
33000 168.99
34000 203.042
35000 184.545
36000 96.9806
37000 157.564
38000 137.431
39000 113.76
40000 43.3645
41000 141.556
42000 139.84
43000 110.851
44000 122.808
45000 125.725
46000 105.774
47000 178.075
48000 101.926
49000 127.721
50000 163.63
51000 170.533
52000 108.34
53000 147.783
54000 160.275
55000 106.416
56000 119.722
57000 115.451
58000 147.353
59000 113.567
60000 141.43
61000 90.1551
62000 156.237
63000 98.8564
64000 63.279
65000 85.3194
66000 125.18
67000 163.387
68000 151.017
69000 115.535
70000 141.334
71000 151.67
72000 128.672
73000 79.7391
74000 138.766
75000 154.405
76000 103.209
77000 131.331
78000 151.383
79000 111.778
80000 146.838
81000 138.308
82000 91.9034
83000 84.7709
84000 105.815
85000 85.7139
86000 142.37
87000 97.5129
88000 100.911
89000 152.946
90000 153.035
91000 81.3576
92000 90.6221
93000 113.773
94000 116.715
95000 97.219
96000 149.54
97000 131.261
98000 141.508
99000 176.844
100000 94.3126
101000 140.061
102000 128.554
103000 111.608
104000 161.401
105000 152.495
106000 124.338
107000 232.878
108000 96.5082
109000 161.086
110000 131.896
111000 191.346
112000 142.859
113000 169.842
114000 179.616
115000 211.664
116000 111.013
117000 118.917
118000 132.405
119000 138.987
120000 126.274
121000 139.478
122000 102.711
123000 130.104
124000 94.3282
125000 159.488
126000 109.055
127000 202.209
128000 112.794
129000 129.146
130000 165.928
131000 134.713
132000 152.554
133000 96.14
134000 193.897
135000 204.15
136000 173.247
137000 152.527
138000 193.884
139000 147.086
140000 131.757
141000 129.85
142000 77.4749
143000 103.887
144000 195.094
145000 112.056
146000 77.7739
147000 66.8794
148000 171.93
149000 142.008
150000 179.136
151000 152.451
152000 119.521
153000 165.999
154000 127.997
155000 133.668
156000 154.387
157000 160.122
158000 115.672
159000 170.862
160000 100.563
161000 130.862
162000 134.498
163000 139.658
164000 176.357
165000 130.654
166000 140.707
167000 178.012
168000 107.328
169000 81.7377
170000 127.925
171000 98.9351
172000 116.218
173000 151.829
174000 113.748
175000 228.839
176000 94.063
177000 156.447
178000 170.607
179000 207.737
180000 110.624
181000 128.854
182000 130.899
183000 152.354
184000 95.0227
185000 123.15
186000 120.746
187000 163.854
188000 104.666
189000 119.86
190000 78.4853
191000 141.857
192000 136.772
193000 95.7605
194000 123.12
195000 165.916
196000 166.785
197000 76.9941
198000 163.513
199000 138.738
200000 119.067
201000 124.26
202000 129.905
203000 111.25
204000 119.887
205000 129.961
206000 136.126
207000 100.019
208000 178.716
209000 105.177
210000 141.544
211000 98.6976
212000 87.2499
213000 94.4523
214000 134.769
215000 123.011
216000 109.633
217000 93.7764
218000 145.508
219000 109.179
220000 127.233
221000 84.1703
222000 182.759
223000 190.446
224000 147.653
225000 136.209
226000 87.6245
227000 108.393
228000 172.093
229000 114.588
230000 107.631
231000 127.935
232000 85.8782
233000 199.322
234000 142.472
235000 179.426
236000 99.1473
237000 164.322
238000 174.624
239000 152.809
240000 134.826
241000 210.332
242000 112.323
243000 163.633
244000 211.205
245000 126.453
246000 138.635
247000 135.974
248000 125.061
249000 137.345
250000 117.802
251000 102.056
252000 115.079
253000 136.92
254000 168.611
255000 128.256
256000 176.315
257000 105.262
258000 149.226
259000 138.594
260000 254.731
261000 125.034
262000 127.788
263000 96.8483
264000 77.0792
265000 101.765
266000 158.604
267000 225.2
268000 117.841
269000 94.2514
270000 177.831
271000 208.09
272000 116.427
273000 151.456
274000 111.67
275000 134.65
276000 188.991
277000 157.268
278000 119.826
279000 96.8982
280000 64.723
281000 126.005
282000 100.571
283000 102.195
284000 139.735
285000 82.2466
286000 80.2519
287000 145.561
288000 129.605
289000 112.791
290000 143.576
291000 187.244
292000 90.9192
293000 161.492
294000 65.2961
295000 115.538
296000 88.6312
297000 187.44
298000 179.249
299000 163.625
300000 217.737
301000 180.554
302000 204.654
303000 120.726
304000 95.2027
305000 136.812
306000 177.734
307000 128.971
308000 120.979
309000 100.211
310000 221.412
311000 183.254
312000 170.776
313000 128.332
314000 141.022
315000 91.0355
316000 139.085
317000 96.744
318000 105.964
319000 187.043
320000 130.787
321000 129.182
322000 116.919
323000 99.9039
324000 188.653
325000 172.992
326000 135.067
327000 179.681
328000 172.606
329000 48.167
330000 130.244
331000 95.7057
332000 116.108
333000 137.354
334000 135.123
335000 138.227
336000 79.1847
337000 90.5785
338000 133.097
339000 126.892
340000 144.234
341000 91.1834
342000 114.479
343000 212.307
344000 116.318
345000 128.529
346000 126.64
347000 183.577
348000 186.063
349000 102.664
350000 112.376
351000 115.569
352000 176.308
353000 125.595
354000 110.366
355000 140.116
356000 154.384
357000 177.617
358000 119.319
359000 126.206
360000 127.181
361000 138.593
362000 118.233
363000 164.094
364000 138.938
365000 164.814
366000 217.51
367000 169.198
368000 101.335
369000 180.501
370000 148.346
371000 79.1931
372000 54.2717
373000 157.844
374000 85.6899
375000 133.387
376000 134.028
377000 218.357
378000 141.131
379000 90.7137
380000 104.548
381000 110.222
382000 186.339
383000 134.463
384000 106.198
385000 131.959
386000 121.459
387000 121.157
388000 99.661
389000 162.365
390000 132.133
391000 189.299
392000 162.274
393000 88.2461
394000 134.743
395000 159.491
396000 83.6352
397000 110.758
398000 126.727
399000 159.117
400000 193.229
401000 113.326
402000 145.072
403000 108.966
404000 134.312
405000 111.775
406000 188.709
407000 133.524
408000 129.018
409000 143.234
410000 91.3967
411000 112.846
412000 136.261
413000 150.978
414000 94.4574
415000 82.4421
416000 139.108
417000 143.766
418000 98.5459
419000 94.3066
420000 166.717
421000 76.0489
422000 109.242
423000 114.997
424000 138.814
425000 190.387
426000 144.616
427000 95.3231
428000 199.215
429000 114.282
430000 126.047
431000 227.696
432000 191.681
433000 189.617
434000 111.687
435000 131.613
436000 115.97
437000 104.863
438000 164.729
439000 128.569
440000 108.067
441000 111.344
442000 99.3169
443000 130.542
444000 156.262
445000 119.417
446000 145.846
447000 167.452
448000 128.279
449000 125.77
450000 180.9
451000 150.887
452000 122.84
453000 157.578
454000 105.228
455000 179.712
456000 79.302
457000 196.607
458000 111.23
459000 77.6065
460000 135.383
461000 166.138
462000 162.088
463000 131.504
464000 199.678
465000 114.819
466000 99.0783
467000 156.771
468000 191.749
469000 134.894
470000 135.978
471000 131.689
472000 138.228
473000 174.508
474000 129.392
475000 128.095
476000 122.491
477000 115.883
478000 169.026
479000 142.483
480000 114.177
481000 135.925
482000 72.0093
483000 119.036
484000 129.061
485000 156.315
486000 139.712
487000 70.3376
488000 127.014
489000 138.947
490000 195.14
491000 263.203
492000 82.8963
493000 157.343
494000 103.363
495000 90.8871
496000 91.2481
497000 163.219
498000 108.014
499000 133.372
500000 186.718
501000 120.959
502000 135.054
503000 77.8973
504000 131.507
505000 168.955
506000 138.021
507000 135.544
508000 176.428
509000 107.381
510000 138.793
511000 134.305
512000 125.492
513000 163.671
514000 202.824
515000 73.1262
516000 96.0687
517000 58.1583
518000 130.811
519000 141.204
520000 137.24
521000 126.538
522000 127.157
523000 85.5456
524000 147.906
525000 108.889
526000 132.698
527000 100.247
528000 171.715
529000 144.461
530000 159.863
531000 118.307
532000 102.709
533000 128.053
534000 122.695
535000 113.843
536000 105.78
537000 118.681
538000 132.135
539000 144.298
540000 157.735
541000 231.874
542000 123.187
543000 90.3285
544000 121.47
545000 97.6038
546000 127.989
547000 120.57
548000 133.493
549000 94.1985
550000 157.255
551000 106.687
552000 106.607
553000 82.3722
554000 169.375
555000 79.2437
556000 132.996
557000 166.903
558000 82.0811
559000 155.757
560000 111.081
561000 144.228
562000 153.98
563000 106.178
564000 156.608
565000 256.598
566000 112.675
567000 151.02
568000 100.77
569000 137.899
570000 121.536
571000 86.1602
572000 141.068
573000 92.2613
574000 233.177
575000 162.149
576000 179.17
577000 210.119
578000 141.1
579000 174.069
580000 118.05
581000 149.243
582000 96.6198
583000 116.731
584000 122.118
585000 78.1929
586000 166.015
587000 171.449
588000 194.075
589000 72.0903
590000 145.252
591000 155.747
592000 129.938
593000 134.442
594000 194.237
595000 185.52
596000 122.324
597000 90.5224
