# Time-averaged data for fix myat3
# TimeStep c_press
3000 254.163
4000 198.089
5000 224.945
6000 234.78
7000 264.87
8000 171.327
9000 267.875
10000 312.66
11000 154.644
12000 316.571
13000 387.982
14000 103.544
15000 264.126
16000 268.892
17000 279.555
18000 430.057
19000 261.23
20000 356.023
21000 438.457
22000 170.187
23000 343.742
24000 244.148
25000 273.244
26000 239.134
27000 488.896
28000 495.251
29000 431.622
30000 379.132
31000 314.058
32000 180.217
33000 482.192
34000 451.371
35000 532.409
36000 438.444
37000 313.4
38000 195.055
39000 191.661
40000 214.873
41000 434.786
42000 461.061
43000 200.55
44000 258.227
45000 419.278
46000 318.055
47000 167.571
48000 316.854
49000 197.375
50000 322.184
51000 395.982
52000 316.867
53000 431.463
54000 417.489
55000 441.392
56000 415.961
57000 201.154
58000 422.817
59000 305.074
60000 353.184
61000 302.859
62000 418.503
63000 622.829
64000 280.727
65000 376.757
66000 483.982
67000 289.764
68000 364.11
69000 433.967
70000 294.419
71000 480.858
72000 550.126
73000 285.498
74000 391.45
75000 561.546
76000 597.107
77000 270.957
78000 353.442
79000 338.943
80000 422.802
81000 392.146
82000 402.712
83000 332.8
84000 477.925
85000 445.669
86000 581.278
87000 402.018
88000 456.565
89000 572.325
90000 341.956
91000 434.528
92000 496.497
93000 453.425
94000 388.779
95000 422.741
96000 286.141
97000 571.159
98000 731.662
99000 414.247
100000 206.316
101000 494.664
102000 628.714
103000 490.014
104000 328.437
105000 402.032
106000 471.405
107000 471.44
108000 359.646
109000 595.494
110000 620.58
111000 506.243
112000 543.468
113000 554.053
114000 503.08
115000 576.042
116000 583.628
117000 559.839
118000 413.489
119000 482.124
120000 595.793
121000 686.815
122000 570.7
123000 657.165
124000 641.317
125000 780.649
126000 514.672
127000 735.206
128000 595.219
129000 569.258
130000 531.242
131000 599.458
132000 632.331
133000 632.174
134000 453.678
135000 593.648
136000 591.582
137000 617.482
138000 486.732
139000 740.524
140000 479.412
141000 584.638
142000 581.667
143000 621.214
144000 441.447
145000 585.616
146000 806.553
147000 703.803
148000 676.84
149000 710.119
150000 663.618
151000 702.367
152000 628.895
153000 661.182
154000 451.972
155000 654.75
156000 741.33
157000 830.03
158000 513.852
159000 771.374
160000 734.562
161000 878.428
162000 655.356
163000 528.553
164000 786.64
165000 890.829
166000 788.364
167000 635.976
168000 835.104
169000 656.004
170000 695.405
171000 626.533
172000 798.742
173000 449.483
174000 659.137
175000 621.985
176000 746.557
177000 650.968
178000 649.214
179000 591.841
180000 843.436
181000 454.557
182000 718.6
183000 750.921
184000 910.745
185000 630.336
186000 771.417
187000 674.939
188000 838.392
189000 690.39
190000 687.633
191000 810.787
192000 816.995
193000 622.971
194000 609.127
195000 677.614
196000 811.013
197000 737.195
198000 852.082
199000 878.667
200000 673.754
201000 737.427
202000 935.038
203000 860.975
204000 638.647
205000 911.526
206000 854.865
207000 877.902
208000 970.433
209000 707.692
210000 704.028
211000 631.818
212000 671.18
213000 871.855
214000 842.29
215000 769.245
216000 931.624
217000 770.397
218000 692.03
219000 628.989
220000 666.11
221000 588.305
222000 861.634
223000 737.624
224000 798.37
225000 801.533
226000 726.881
227000 824.195
228000 837.291
229000 831.598
230000 810.222
231000 650.851
232000 708.639
233000 818.892
234000 770.481
235000 1054.33
236000 788.198
237000 872.015
238000 669.168
239000 861.571
240000 811.191
241000 736.624
242000 957.155
243000 772.207
244000 769.572
245000 806.151
246000 693.86
247000 1073.43
248000 557.19
249000 837.966
250000 834.515
251000 601.167
252000 703.831
253000 726.394
254000 838.698
255000 812.132
256000 870.807
257000 791.04
258000 712.597
259000 881.233
260000 837.637
261000 839.996
262000 900.674
263000 867.605
264000 666.405
265000 688.107
266000 793.985
267000 743.606
268000 939.961
269000 728.355
270000 520.411
271000 823.88
272000 862.778
273000 933.737
274000 918.87
275000 791.409
276000 817.748
277000 922.961
278000 936.019
279000 862.341
280000 865.002
281000 739.17
282000 1058.01
283000 1080.96
284000 968.922
285000 878.282
286000 958.626
287000 998.633
288000 861.872
289000 807.644
290000 696.797
291000 812.664
292000 744.441
293000 673.816
294000 725.899
295000 550.156
296000 655.647
297000 735.015
298000 847.596
299000 979.844
300000 894.938
301000 949.577
302000 862.986
303000 731.776
304000 770.696
305000 864.378
306000 714.043
307000 810.85
308000 876.096
309000 772.531
310000 817.667
311000 841.733
312000 824.396
313000 895.017
314000 842.496
315000 661.28
316000 736.921
317000 938.396
318000 737.941
319000 745.622
320000 787.006
321000 629.177
322000 883.982
323000 760.059
324000 784.307
325000 667.248
326000 705.976
327000 701.813
328000 635.573
329000 939.913
330000 733.966
331000 890.775
332000 836.46
333000 798.784
334000 676.621
335000 739.342
336000 708.951
337000 836.726
338000 777.525
339000 716.786
340000 795.24
341000 911.415
342000 827.202
343000 858.057
344000 845.963
345000 905.68
346000 819.924
347000 780.971
348000 891.961
349000 710.975
350000 780.16
351000 891.194
352000 899.5
353000 804.098
354000 731.645
355000 633.734
356000 886.317
357000 651.186
358000 717.957
359000 703.551
360000 819.49
361000 654.008
362000 883.876
363000 1043.25
364000 710.705
365000 599.032
366000 783.319
367000 785.263
368000 653.94
369000 1007.8
370000 786.898
371000 910.7
372000 711.813
373000 860.835
374000 763.251
375000 651.397
376000 966.34
377000 851.409
378000 832.111
379000 817.438
380000 798.802
381000 1018.44
382000 938.422
383000 828.779
384000 920.203
385000 856.454
386000 875.623
387000 854.055
388000 767.636
389000 878.335
390000 981.547
391000 940.113
392000 818.349
393000 784.728
394000 1014.03
395000 750.557
